Warning: truncated output (original token count: 98787)
Total output lines: 1001

rank,category,title,original_title,year,end_year,title_type,runtime_minutes,genres,imdb_id,imdb_rating,imdb_votes,popularity_score,confidence,ranking_basis,nl_signal,nl_alias,nl_alias_count,nl_boxoffice_rank,nl_boxoffice_visits_thousands,trakt_id,tmdb_id,trakt_rank,trakt_list_rank,trakt_watchers,trakt_plays,trakt_collected,language,country,studio_or_network,age_rating_raw,age_category,age_rating_source,metadata_confidence,inclusion_reason,metadata_source,source_trakt,source_imdb,source_nl
940,film,Full Metal Jacket,Full Metal Jacket,1987,,movie,116,"Drama,War",tt0093058,8.2,855671,0.0314,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Full Metal Jacket,1,,,478,600,770,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt0093058/,
941,film,Apex,Apex,2026,,movie,95,"Action,Thriller",tt16431404,6.1,102421,0.0309,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",No direct NL signal; IMDb global popularity proxy,,0,,,1077748,1318447,771,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt16431404/,
942,film,Focus,Focus,2015,,movie,105,"Comedy,Crime,Drama",tt2381941,6.6,296474,0.0304,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Focus,1,,,156518,256591,772,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt2381941/,
943,film,The Conjuring: The Devil Made Me Do It,The Conjuring: The Devil Made Me Do It,2021,,movie,112,"Horror,Mystery,Thriller",tt7069210,6.2,172025,0.0299,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Conjuring: The Devil Made Me Do It,1,,,268642,423108,773,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt7069210/,
944,film,Night at the Museum: Battle of the Smithsonian,Night at the Museum: Battle of the Smithsonian,2009,,movie,105,"Adventure,Comedy,Family",tt1078912,6.0,231108,0.0294,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Night at the Museum: Battle of the Smithsonian,1,,,11228,18360,774,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt1078912/,
945,film,Extraction II,Extraction 2,2023,,movie,122,"Action,Crime,Thriller",tt12263384,7.0,175164,0.0289,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",No direct NL signal; IMDb global popularity proxy,,0,,,541747,697843,775,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt12263384/,
946,film,Pitch Perfect 2,Pitch Perfect 2,2015,,movie,115,"Comedy,Music",tt2848292,6.4,181319,0.0284,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Pitch Perfect 2,1,,,154861,254470,776,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt2848292/,
947,film,Idiocracy,Idiocracy,2006,,movie,84,"Adventure,Comedy,Sci-Fi",tt0387808,6.5,219627,0.0279,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Idiocracy,1,,,3936,7512,777,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt0387808/,
948,film,The Magnificent Seven,The Magnificent Seven,2016,,movie,132,"Action,Adventure,Drama",tt2404435,6.9,247632,0.0274,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Magnificent Seven,1,,,214415,333484,778,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt2404435/,
949,film,Pinocchio,Pinocchio,1940,,movie,88,"Adventure,Animation,Comedy",tt0032910,7.4,173793,0.0269,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Pinokkio,1,,,6049,10895,779,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt0032910/,
950,film,The Addams Family,The Addams Family,1991,,movie,99,"Comedy,Fantasy",tt0101272,7.0,202371,0.0264,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Addams Family,1,,,1932,2907,780,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt0101272/,
951,film,Hocus Pocus,Hocus Pocus,1993,,movie,96,"Comedy,Family,Fantasy",tt0107120,6.9,173353,0.0259,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Hocus Pocus,1,,,5631,10439,781,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt0107120/,
952,film,The Lego Batman Movie,The LEGO Batman Movie,2017,,movie,104,"Action,Adventure,Animation",tt4116284,7.3,196009,0.0254,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Lego Batman Movie,1,,,205398,324849,782,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt4116284/,
953,film,Crime 101,Crime 101,2026,,movie,140,"Crime,Drama,Thriller",tt32430579,6.8,89733,0.0249,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",No direct NL signal; IMDb global popularity proxy,,0,,,944042,1171145,783,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt32430579/,
954,film,A Simple Favor,A Simple Favor,2018,,movie,117,"Comedy,Crime,Mystery",tt7040874,6.7,191271,0.0244,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,A Simple Favor,1,,,331407,484247,784,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt7040874/,
955,film,Crazy Rich Asians,Crazy Rich Asians,2018,,movie,120,"Comedy,Drama,Romance",tt3104988,6.9,210566,0.0239,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Crazy Rich Asians,1,,,301543,455207,785,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt3104988/,
956,film,The Breakfast Club,The Breakfast Club,1985,,movie,97,"Comedy,Drama",tt0088847,7.8,475485,0.0234,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Breakfast Club,1,,,1457,2108,786,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt0088847/,
957,film,Greenland 2: Migration,Greenland 2: Migration,2026,,movie,98,"Action,Adventure,Sci-Fi",tt14850054,5.2,44925,0.0229,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Greenland 2: Migration,1,,,671151,840464,787,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt14850054/,
958,film,12 Monkeys,Twelve Monkeys,1995,,movie,129,"Mystery,Sci-Fi,Thriller",tt0114746,8.0,682258,0.0224,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,12 Monkeys,1,,,34,63,788,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt0114746/,
959,film,Anaconda,Anaconda,2025,,movie,99,"Action,Adventure,Comedy",tt33244668,5.5,70551,0.0219,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",No direct NL signal; IMDb global popularity proxy,,0,,,998723,1234731,789,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt33244668/,
960,film,RED,RED,2010,,movie,111,"Action,Comedy,Crime",tt1245526,7.0,340163,0.0214,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Red,1,,,25704,39514,790,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt1245526/,
961,film,The Nun,The Nun,2018,,movie,96,"Horror,Mystery,Thriller",tt5814060,5.4,198065,0.0209,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Nun,1,,,285153,439079,791,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt5814060/,
962,film,Don't Breathe,Don't Breathe,2016,,movie,88,"Crime,Horror,Thriller",tt4160708,7.1,333479,0.0204,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Don't Breathe,1,,,224812,300669,792,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt4160708/,
963,film,Scream,Scream,2022,,movie,114,"Horror,Mystery,Thriller",tt11245972,6.3,190030,0.0199,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Scream,1,,,483615,646385,793,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt11245972/,
964,film,Old,Old,2021,,movie,108,"Drama,Mystery,Thriller",tt10954652,5.8,185170,0.0194,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Old,1,,,471634,631843,794,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt10954652/,
965,film,Ender's Game,Ender's Game,2013,,movie,114,"Action,Adventure,Sci-Fi",tt1731141,6.6,265909,0.0189,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Ender's Game,1,,,59753,80274,795,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt1731141/,
966,film,Skyscraper,Skyscraper,2018,,movie,102,"Action,Adventure,Thriller",tt5758778,5.8,146476,0.0184,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Skyscraper,1,,,293862,447200,796,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt5758778/,
967,film,Wolfs,Wolfs,2024,,movie,108,"Action,Comedy,Crime",tt14257582,6.5,106498,0.0179,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",No direct NL signal; IMDb global popularity proxy,,0,,,702643,877817,797,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt14257582/,
968,film,Bloodshot,Bloodshot,2020,,movie,109,"Action,Adventure,Drama",tt1634106,5.7,91768,0.0174,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Bloodshot,1,,,218815,338762,798,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt1634106/,
969,film,Wanted,Wanted,2008,,movie,110,"Action,Crime,Thriller",tt0493464,6.7,430184,0.0169,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Wanted,1,,,4392,8909,799,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt0493464/,
970,film,The Karate Kid,The Karate Kid,1984,,movie,126,"Action,Drama,Family",tt0087538,7.3,273422,0.0164,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Karate Kid,1,,,1261,1885,800,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt0087538/,
971,film,Contagion,Contagion,2011,,movie,106,"Drama,Thriller",tt1598778,6.8,332690,0.0159,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Contagion,1,,,25724,39538,801,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt1598778/,
972,film,Final Destination 2,Final Destination 2,2003,,movie,90,"Horror,Thriller",tt0309593,6.2,220247,0.0154,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Final Destination 2,1,,,4650,9358,802,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt0309593/,
973,film,Requiem for a Dream,Requiem for a Dream,2000,,movie,102,Drama,tt0180093,8.3,980431,0.0149,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Requiem for a Dream,1,,,517,641,803,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt0180093/,
974,film,Escape Room,Escape Room,2019,,movie,99,"Action,Adventure,Horror",tt5886046,6.4,161327,0.0144,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Escape Room,1,,,371124,522681,804,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt5886046/,
975,film,Trolls,Trolls,2016,,movie,92,"Adventure,Animation,Comedy",tt1679335,6.4,101683,0.0139,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Trolls,1,,,92063,136799,805,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt1679335/,
976,film,Talk to Me,Talk to Me,2022,,movie,95,"Horror,Thriller",tt10638522,7.1,221802,0.0134,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",No direct NL signal; IMDb global popularity proxy,,0,,,810487,1008042,806,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt10638522/,
977,film,The Theory of Everything,The Theory of Everything,2014,,movie,123,"Biography,Drama,Romance",tt2980516,7.7,509522,0.0124,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Theory of Everything,1,,,165377,266856,808,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt2980516/,
978,film,Saltburn,Saltburn,2023,,movie,130,"Drama,Thriller",tt17351924,7.0,269410,0.012,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",No direct NL signal; IMDb global popularity proxy,,0,,,746293,930564,809,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt17351924/,
979,film,Cinderella,Cinderella,2015,,movie,105,"Adventure,Drama,Family",tt1661199,6.9,206214,0.0115,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Cinderella,1,,,99062,150689,810,,,,,,,Disney,,,,high,Trakt all-time watched,curated studio mapping,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt1661199/,
980,film,Hulk,Hulk,2003,,movie,138,"Action,Sci-Fi",tt0286716,5.7,293575,0.011,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Hulk,1,,,1301,1927,811,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt0286716/,
981,film,Tron: Ares,Tron: Ares,2025,,movie,119,"Action,Adventure,Sci-Fi",tt6604188,6.1,84382,0.0105,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Tron: Ares,1,,,385396,533533,812,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt6604188/,
982,film,London Has Fallen,London Has Fallen,2016,,movie,99,"Action,Thriller",tt3300542,5.9,181533,0.01,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,London Has Fallen,1,,,166247,267860,813,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt3300542/,
983,film,The Wizard of Oz,The Wizard of Oz,1939,,movie,102,"Adventure,Family,Fantasy",tt0032138,8.1,470643,0.009,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Wizard of Oz,1,,,506,630,815,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt0032138/,
984,film,The Whale,The Whale,2022,,movie,117,Drama,tt13833688,7.6,307984,0.0085,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Whale,1,,,621589,785084,816,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt13833688/,
985,film,Angels & Demons,Angels & Demons,2009,,movie,138,"Mystery,Thriller",tt0808151,6.7,327395,0.008,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Angels & Demons - Het Bernini mysterie,1,,,7917,13448,817,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt0808151/,
986,film,The Last Samurai,The Last Samurai,2003,,movie,154,"Action,Drama",tt0325710,7.8,507392,0.0075,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Last Samurai,1,,,492,616,818,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt0325710/,
987,film,The Princess Diaries,The Princess Diaries,2001,,movie,115,"Comedy,Family,Romance",tt0247638,6.4,184470,0.007,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,The Princess Diaries,1,,,5117,9880,819,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt0247638/,
988,film,The Covenant,The Covenant,2023,,movie,123,"Action,Drama,Thriller",tt4873118,7.5,213725,0.0065,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",No direct NL signal; IMDb global popularity proxy,,0,,,706755,882569,820,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt4873118/,
989,film,Angel Has Fallen,Angel Has Fallen,2019,,movie,121,"Action,Thriller",tt6189022,6.4,123768,0.006,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Angel Has Fallen,1,,,268664,423204,821,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt6189022/,
990,film,Horrible Bosses,Horrible Bosses,2011,,movie,98,"Comedy,Crime",tt1499658,6.9,490013,0.0055,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Horrible Bosses,1,,,36171,51540,822,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt1499658/,
991,film,Sing 2,Sing 2,2021,,movie,110,"Adventure,Animation,Comedy",tt6467266,7.3,102623,0.005,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Sing 2,1,,,284832,438695,823,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt6467266/,
992,film,King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,2017,,movie,126,"Action,Adventure,Drama",tt1972591,6.7,248808,0.0045,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,King Arthur: Legend of the Sword,1,,,172687,274857,824,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt1972591/,
993,film,65,65,2023,,movie,93,"Action,Adventure,Sci-Fi",tt12261776,5.4,107852,0.0035,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",No direct NL signal; IMDb global popularity proxy,,0,,,543972,700391,826,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt12261776/,
994,film,Juror #2,Juror #2,2024,,movie,114,"Crime,Drama,Mystery",tt27403986,7.0,129067,0.003,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Juror #2,1,,,890358,1106739,827,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt27403986/,
995,film,Puss in Boots,Puss in Boots,2011,,movie,90,"Action,Adventure,Animation",tt0448694,6.6,213432,0.0025,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,De gelaarsde kat,1,,,41789,417859,828,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt0448694/,
996,film,Shelter,Shelter,2026,,movie,107,"Action,Thriller",tt32357218,6.1,41396,0.002,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Shelter,1,,,1050424,1290821,829,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt32357218/,
997,film,The Secret Life of Pets 2,The Secret Life of Pets 2,2019,,movie,86,"Adventure,Animation,Comedy",tt5113040,6.4,79366,0.0015,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Huisdiergeheimen 2,1,,,269578,412117,830,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt5113040/,
998,film,Speed,Speed,1994,,movie,116,"Action,Adventure,Thriller",tt0111257,7.3,425057,0.001,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Speed,1,,,1083,1637,831,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt0111257/,
999,film,Predestination,Predestination,2014,,movie,97,"Action,Drama,Sci-Fi",tt2397535,7.4,337677,0.0005,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",IMDb NL alternate title,Predestination,1,,,128287,206487,832,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt2397535/,
1000,film,Five Nights at Freddy's,Five Nights at Freddy's,2023,,movie,109,"Horror,Mystery,Thriller",tt4589218,5.4,141791,0.0,low,"Trakt all-time watched; globale Trakt-bron, niet uitsluitend Nederlandse kijkcijfers",No direct NL signal; IMDb global popularity proxy,,0,,,354192,507089,833,,,,,,,,,,,low,Trakt all-time watched,,https://trakt.tv/movies/watched/all,https://www.imdb.com/title/tt4589218/,
